id,age,gender,percentage
2198258700479233,55-64,male,0.09543
2198258700479233,35-44,female,0.076671
2198258700479233,45-54,unknown,0.001951
2198258700479233,45-54,female,0.116895
2198258700479233,65+,unknown,0.001322
2198258700479233,45-54,male,0.104746
2198258700479233,65+,male,0.073146
2198258700479233,18-24,male,0.038336
2198258700479233,55-64,female,0.144782
2198258700479233,35-44,male,0.091779
2198258700479233,25-34,unknown,0.000441
2421982304691282,18-24,male,0.107435
2421982304691282,55-64,female,0.054405
2421982304691282,35-44,unknown,0.002088
2421982304691282,45-54,unknown,0.002363
2421982304691282,65+,unknown,0.001649
2421982304691282,25-34,female,0.025719
2421982304691282,18-24,unknown,0.000659
2421982304691282,55-64,unknown,0.001594
2421982304691282,35-44,female,0.033357
2421982304691282,65+,male,0.081002
2421982304691282,45-54,female,0.043853
2421982304691282,65+,female,0.055723
2421982304691282,25-34,male,0.158213
2421982304691282,18-24,female,0.020938
2421982304691282,35-44,male,0.139144
2421982304691282,55-64,male,0.129417
2421982304691282,45-54,male,0.141507
2421982304691282,25-34,unknown,0.000934
378028449687323,65+,unknown,0.000765
378028449687323,18-24,female,0.032492
378028449687323,55-64,unknown,0.002294
378028449687323,35-44,unknown,0.001147
378028449687323,18-24,male,0.070336
378028449687323,45-54,male,0.100535
378028449687323,18-24,unknown,0.001147
378028449687323,25-34,female,0.065367
378028449687323,35-44,male,0.084862
378028449687323,25-34,unknown,0.000765
378028449687323,55-64,female,0.115061
378028449687323,65+,female,0.098624
378028449687323,65+,male,0.064602
378028449687323,45-54,female,0.09289
378028449687323,25-34,male,0.105122
378028449687323,55-64,male,0.090596
378028449687323,35-44,female,0.071101
378028449687323,45-54,unknown,0.002294
2916972448336583,65+,female,0.043305
2916972448336583,65+,male,0.04198
2916972448336583,18-24,unknown,0.001326
2916972448336583,65+,unknown,0.000442
2916972448336583,55-64,unknown,0.002209
2916972448336583,25-34,unknown,0.000884
2916972448336583,35-44,male,0.099426
2916972448336583,45-54,unknown,0.003093
2916972448336583,25-34,female,0.098984
2916972448336583,18-24,female,0.090146
2916972448336583,25-34,male,0.159081
2916972448336583,55-64,female,0.050817
2916972448336583,55-64,male,0.050376
2916972448336583,45-54,male,0.08175
2916972448336583,45-54,female,0.066284
2916972448336583,35-44,female,0.07468
2916972448336583,18-24,male,0.133009
2916972448336583,35-44,unknown,0.002209
2688488104533519,35-44,male,0.131952
2688488104533519,18-24,male,0.065661
2688488104533519,25-34,unknown,0.000589
2688488104533519,45-54,unknown,0.001513
2688488104533519,65+,unknown,0.000883
2688488104533519,35-44,unknown,0.001766
2688488104533519,18-24,female,0.009122
2688488104533519,55-64,unknown,0.001387
2688488104533519,25-34,female,0.020682
2688488104533519,65+,female,0.077977
2688488104533519,45-54,female,0.049393
2688488104533519,35-44,female,0.029972
2688488104533519,25-34,male,0.13254
2688488104533519,65+,male,0.084072
2688488104533519,45-54,male,0.166211
2688488104533519,55-64,female,0.078271
2688488104533519,55-64,male,0.147715
2688488104533519,18-24,unknown,0.000294
633374893863918,18-24,unknown,0.00027
633374893863918,35-44,unknown,0.002246
633374893863918,45-54,unknown,0.001797
633374893863918,65+,unknown,0.001348
633374893863918,25-34,unknown,0.000809
633374893863918,35-44,male,0.054273
633374893863918,25-34,male,0.085093
633374893863918,45-54,male,0.049151
633374893863918,55-64,female,0.100548
633374893863918,65+,male,0.023093
633374893863918,18-24,male,0.054991
633374893863918,25-34,female,0.139276
633374893863918,55-64,male,0.031719
633374893863918,18-24,female,0.131728
633374893863918,45-54,female,0.129392
633374893863918,35-44,female,0.116363
633374893863918,65+,female,0.077006
633374893863918,55-64,unknown,0.000899
546404979243824,55-64,male,0.101053
546404979243824,25-34,female,0.059339
546404979243824,25-34,unknown,0.001408
546404979243824,18-24,unknown,0.000626
546404979243824,45-54,unknown,0.002659
546404979243824,55-64,unknown,0.001304
546404979243824,35-44,unknown,0.002607
546404979243824,18-24,female,0.024716
546404979243824,65+,female,0.0523
546404979243824,35-44,male,0.135155
546404979243824,55-64,female,0.071957
546404979243824,45-54,male,0.12895
546404979243824,35-44,female,0.060173
546404979243824,65+,male,0.058765
546404979243824,18-24,male,0.069924
546404979243824,45-54,female,0.06836
546404979243824,25-34,male,0.159506
546404979243824,65+,unknown,0.001199
758430511342321,35-44,male,0.121823
758430511342321,55-64,female,0.079634
758430511342321,45-54,unknown,0.00209
758430511342321,18-24,unknown,0.000508
758430511342321,65+,unknown,0.001299
758430511342321,25-34,unknown,0.000565
758430511342321,35-44,unknown,0.00209
758430511342321,25-34,female,0.024342
758430511342321,18-24,female,0.017678
758430511342321,65+,male,0.087372
758430511342321,35-44,female,0.035412
758430511342321,18-24,male,0.090591
758430511342321,55-64,male,0.124195
758430511342321,45-54,female,0.058511
758430511342321,45-54,male,0.137976
758430511342321,25-34,male,0.130238
758430511342321,65+,female,0.084322
758430511342321,55-64,unknown,0.001355
2579807895671184,35-44,male,0.121152
2579807895671184,35-44,female,0.062129
2579807895671184,45-54,unknown,0.002259
2579807895671184,18-24,unknown,0.001412
2579807895671184,25-34,unknown,0.001694
2579807895671184,35-44,unknown,0.003954
2579807895671184,18-24,female,0.043491
2579807895671184,18-24,male,0.089523
2579807895671184,25-34,male,0.161536
2579807895671184,55-64,male,0.09037
2579807895671184,25-34,female,0.062694
2579807895671184,55-64,unknown,0.002824
2579807895671184,45-54,male,0.116351
2579807895671184,65+,male,0.048009
2579807895671184,55-64,female,0.070884
2579807895671184,65+,female,0.054222
2579807895671184,45-54,female,0.066365
2579807895671184,65+,unknown,0.00113
806194756564757,65+,female,0.023178
806194756564757,45-54,female,0.049986
806194756564757,18-24,unknown,0.000714
806194756564757,65+,unknown,0.000714
806194756564757,35-44,unknown,0.004115
806194756564757,45-54,unknown,0.002486
806194756564757,55-64,female,0.03984
806194756564757,35-44,male,0.12635
806194756564757,25-34,unknown,0.001572
806194756564757,18-24,male,0.155587
806194756564757,45-54,male,0.089311
806194756564757,55-64,male,0.051672
806194756564757,18-24,female,0.075336
806194756564757,25-34,male,0.200686
806194756564757,65+,male,0.027236
806194756564757,25-34,female,0.083109
806194756564757,35-44,female,0.067334
806194756564757,55-64,unknown,0.000772
573256210144164,18-24,unknown,0.000727
573256210144164,25-34,female,0.030958
573256210144164,35-44,unknown,0.002909
573256210144164,25-34,unknown,0.001039
573256210144164,45-54,unknown,0.002597
573256210144164,65+,unknown,0.001558
573256210144164,35-44,female,0.033555
573256210144164,18-24,female,0.020777
573256210144164,45-54,male,0.137129
573256210144164,65+,male,0.097652
573256210144164,25-34,male,0.139934
573256210144164,55-64,male,0.138479
573256210144164,18-24,male,0.083108
573256210144164,55-64,female,0.06524
573256210144164,35-44,male,0.123312
573256210144164,45-54,female,0.039996
573256210144164,65+,female,0.078953
573256210144164,55-64,unknown,0.002078
429030751144792,65+,female,0.232696
429030751144792,45-54,female,0.211293
429030751144792,18-24,female,0.040528
429030751144792,25-34,female,0.088342
429030751144792,55-64,female,0.299636
429030751144792,35-44,female,0.127505
479279776267424,18-24,male,0.081067
479279776267424,18-24,female,0.020155
479279776267424,55-64,unknown,0.000981
479279776267424,65+,unknown,0.001338
479279776267424,25-34,unknown,0.001427
479279776267424,45-54,unknown,0.002586
479279776267424,65+,female,0.059841
479279776267424,35-44,female,0.047712
479279776267424,45-54,female,0.046731
479279776267424,55-64,male,0.114153
479279776267424,25-34,female,0.042629
479279776267424,45-54,male,0.132257
479279776267424,35-44,unknown,0.004013
479279776267424,25-34,male,0.173994
479279776267424,35-44,male,0.137073
479279776267424,65+,male,0.071167
479279776267424,55-64,female,0.061536
479279776267424,18-24,unknown,0.001338
490732181481772,65+,male,0.107095
490732181481772,55-64,unknown,0.00225
490732181481772,18-24,unknown,0.000225
490732181481772,18-24,female,0.002775
490732181481772,25-34,female,0.0081
490732181481772,45-54,unknown,0.00315
490732181481772,65+,unknown,0.001875
490732181481772,35-44,female,0.023999
490732181481772,35-44,unknown,0.001575
490732181481772,55-64,male,0.184266
490732181481772,45-54,female,0.049273
490732181481772,25-34,male,0.079346
490732181481772,65+,female,0.09817
490732181481772,18-24,male,0.021524
490732181481772,55-64,female,0.09037
490732181481772,35-44,male,0.136718
490732181481772,45-54,male,0.188766
490732181481772,25-34,unknown,0.000525
2569899463066877,55-64,female,0.081624
2569899463066877,35-44,female,0.022182
2569899463066877,55-64,unknown,0.002279
2569899463066877,25-34,unknown,0.000737
2569899463066877,18-24,female,0.001742
2569899463066877,45-54,unknown,0.002949
2569899463066877,65+,unknown,0.001876
2569899463066877,18-24,male,0.022316
2569899463066877,25-34,female,0.007305
2569899463066877,65+,male,0.094491
2569899463066877,18-24,unknown,0.000134
2569899463066877,65+,female,0.069629
2569899463066877,45-54,female,0.0512
2569899463066877,55-64,male,0.177523
2569899463066877,45-54,male,0.214918
2569899463066877,25-34,male,0.093285
2569899463066877,35-44,male,0.153532
2569899463066877,35-44,unknown,0.002279
2182429475199144,18-24,unknown,0.000704
2182429475199144,35-44,male,0.136863
2182429475199144,35-44,unknown,0.002816
2182429475199144,18-24,female,0.004365
2182429475199144,65+,unknown,0.001971
2182429475199144,25-34,unknown,0.001408
2182429475199144,25-34,female,0.01746
2182429475199144,45-54,unknown,0.005351
2182429475199144,65+,female,0.083357
2182429475199144,25-34,male,0.127147
2182429475199144,18-24,male,0.043086
2182429475199144,45-54,female,0.057589
2182429475199144,45-54,male,0.163616
2182429475199144,65+,male,0.08392
2182429475199144,55-64,male,0.136863
2182429475199144,35-44,female,0.042946
2182429475199144,55-64,female,0.087863
2182429475199144,55-64,unknown,0.002675
1113464048840556,18-24,male,0.073718
1113464048840556,45-54,female,0.077742
1113464048840556,65+,unknown,0.001298
1113464048840556,35-44,unknown,0.003764
1113464048840556,18-24,unknown,0.000649
1113464048840556,45-54,unknown,0.003634
1113464048840556,18-24,female,0.021934
1113464048840556,55-64,unknown,0.001687
1113464048840556,35-44,female,0.069695
1113464048840556,65+,female,0.09072
1113464048840556,65+,male,0.058923
1113464048840556,55-64,male,0.092667
1113464048840556,25-34,male,0.130175
1113464048840556,45-54,male,0.112005
1113464048840556,25-34,female,0.058793
1113464048840556,35-44,male,0.10279
1113464048840556,55-64,female,0.098507
1113464048840556,25-34,unknown,0.001298
420007992203345,55-64,male,0.14637
420007992203345,45-54,unknown,0.004066
420007992203345,18-24,unknown,0.000774
420007992203345,18-24,female,0.004259
420007992203345,65+,unknown,0.001936
420007992203345,55-64,unknown,0.00242
420007992203345,25-34,female,0.021781
420007992203345,35-44,female,0.033591
420007992203345,35-44,unknown,0.00242
420007992203345,45-54,male,0.1697
420007992203345,45-54,female,0.055276
420007992203345,25-34,male,0.139013
420007992203345,55-64,female,0.08393
420007992203345,65+,male,0.075024
420007992203345,35-44,male,0.13243
420007992203345,18-24,male,0.045015
420007992203345,65+,female,0.081123
420007992203345,25-34,unknown,0.000871
2330832777159283,18-24,unknown,6.1E-5
2330832777159283,35-44,female,0.040359
2330832777159283,55-64,unknown,0.00176
2330832777159283,35-44,unknown,0.001396
2330832777159283,45-54,unknown,0.002063
2330832777159283,18-24,female,0.030163
2330832777159283,65+,unknown,0.001639
2330832777159283,18-24,male,0.072586
2330832777159283,55-64,male,0.123991
2330832777159283,45-54,male,0.120714
2330832777159283,55-64,female,0.114827
2330832777159283,45-54,female,0.065485
2330832777159283,35-44,male,0.083025
2330832777159283,25-34,male,0.086545
2330832777159283,65+,female,0.138132
2330832777159283,65+,male,0.086545
2330832777159283,25-34,female,0.030042
2330832777159283,25-34,unknown,0.000668
665942883818731,65+,female,0.06394
665942883818731,35-44,male,0.056496
665942883818731,25-34,unknown,0.000705
665942883818731,55-64,unknown,0.001019
665942883818731,35-44,unknown,0.002116
665942883818731,65+,unknown,0.001019
665942883818731,45-54,unknown,0.002037
665942883818731,45-54,male,0.075772
665942883818731,25-34,female,0.11973
665942883818731,18-24,female,0.094029
665942883818731,35-44,female,0.117145
665942883818731,55-64,male,0.051168
665942883818731,45-54,female,0.147939
665942883818731,18-24,male,0.059865
665942883818731,25-34,male,0.069033
665942883818731,65+,male,0.032753
665942883818731,55-64,female,0.105078
665942883818731,18-24,unknown,0.000157
659708647785575,55-64,female,0.080449
659708647785575,18-24,female,0.039059
659708647785575,18-24,unknown,0.000954
659708647785575,25-34,unknown,0.001166
659708647785575,45-54,unknown,0.001484
659708647785575,35-44,unknown,0.002332
659708647785575,65+,unknown,0.001908
659708647785575,35-44,female,0.041762
659708647785575,25-34,female,0.03784
659708647785575,45-54,male,0.117865
659708647785575,35-44,male,0.09619
659708647785575,45-54,female,0.061159
659708647785575,65+,female,0.088876
659708647785575,55-64,male,0.104086
659708647785575,65+,male,0.074408
659708647785575,18-24,male,0.123907
659708647785575,25-34,male,0.124967
659708647785575,55-64,unknown,0.00159
432024127592197,65+,female,0.244349
432024127592197,25-34,female,0.114006
432024127592197,45-54,female,0.183931
432024127592197,55-64,female,0.247166
432024127592197,18-24,female,0.061615
432024127592197,35-44,female,0.148933
1354795794660699,65+,female,0.271799
1354795794660699,18-24,female,0.075805
1354795794660699,35-44,female,0.145719
1354795794660699,25-34,female,0.136685
1354795794660699,45-54,female,0.15868
1354795794660699,55-64,female,0.211312
371914480085977,35-44,male,0.142623
371914480085977,45-54,male,0.082606
371914480085977,25-34,male,0.29223
371914480085977,18-24,male,0.414448
371914480085977,65+,male,0.026953
371914480085977,55-64,male,0.041139
369590903688010,65+,unknown,0.000348
369590903688010,35-44,male,0.067084
369590903688010,45-54,unknown,0.001738
369590903688010,55-64,unknown,0.000695
369590903688010,45-54,male,0.042058
369590903688010,55-64,female,0.046924
369590903688010,65+,female,0.02016
369590903688010,65+,male,0.015294
369590903688010,25-34,unknown,0.001738
369590903688010,18-24,unknown,0.000695
369590903688010,35-44,female,0.06326
369590903688010,55-64,male,0.021898
369590903688010,25-34,male,0.158151
369590903688010,18-24,male,0.212374
369590903688010,18-24,female,0.173445
369590903688010,25-34,female,0.118874
369590903688010,45-54,female,0.054571
369590903688010,35-44,unknown,0.000695
2314191288637070,18-24,female,0.058959
2314191288637070,65+,female,0.184272
2314191288637070,55-64,female,0.227011
2314191288637070,25-34,female,0.147497
2314191288637070,35-44,female,0.157118
2314191288637070,45-54,female,0.225142
3151191698228170,45-54,unknown,0.002349
3151191698228170,25-34,female,0.025723
3151191698228170,18-24,unknown,0.000442
3151191698228170,35-44,unknown,0.002404
3151191698228170,65+,unknown,0.001409
3151191698228170,55-64,unknown,0.001658
3151191698228170,35-44,female,0.035062
3151191698228170,18-24,female,0.021441
3151191698228170,45-54,female,0.045396
3151191698228170,45-54,male,0.151051
3151191698228170,65+,male,0.068494
3151191698228170,25-34,male,0.152875
3151191698228170,55-64,male,0.112011
3151191698228170,65+,female,0.058078
3151191698228170,55-64,female,0.057801
3151191698228170,18-24,male,0.13323
3151191698228170,35-44,male,0.129776
3151191698228170,25-34,unknown,0.000801
698150840600950,45-54,unknown,0.001568
698150840600950,65+,unknown,0.002653
698150840600950,35-44,unknown,0.002291
698150840600950,55-64,unknown,0.001809
698150840600950,35-44,male,0.115171
698150840600950,45-54,male,0.165461
698150840600950,65+,female,0.14713
698150840600950,45-54,female,0.097564
698150840600950,65+,male,0.114206
698150840600950,55-64,female,0.138447
698150840600950,35-44,female,0.059937
698150840600950,55-64,male,0.153763
1718431298260016,18-24,female,0.065691
1718431298260016,65+,female,0.309357
1718431298260016,35-44,female,0.115468
1718431298260016,55-64,female,0.244685
1718431298260016,45-54,female,0.150732
1718431298260016,25-34,female,0.114067
2322694701381849,65+,male,0.095412
2322694701381849,18-24,male,0.09205
2322694701381849,45-54,unknown,0.002241
2322694701381849,35-44,unknown,0.001943
2322694701381849,65+,unknown,0.002167
2322694701381849,55-64,unknown,0.001868
2322694701381849,18-24,unknown,0.000747
2322694701381849,65+,female,0.128213
2322694701381849,35-44,female,0.042065
2322694701381849,55-64,male,0.118051
2322694701381849,45-54,female,0.060744
2322694701381849,25-34,male,0.102959
2322694701381849,18-24,female,0.027794
2322694701381849,45-54,male,0.108787
2322694701381849,55-64,female,0.100493
2322694701381849,25-34,female,0.030484
2322694701381849,35-44,male,0.083084
2322694701381849,25-34,unknown,0.000897
593930634445757,65+,female,0.103898
593930634445757,55-64,male,0.203544
593930634445757,45-54,male,0.193905
593930634445757,65+,male,0.149398
593930634445757,35-44,male,0.181432
593930634445757,45-54,female,0.047768
593930634445757,35-44,female,0.033168
593930634445757,55-64,female,0.074699
593930634445757,65+,unknown,0.003402
593930634445757,45-54,unknown,0.00326
593930634445757,55-64,unknown,0.00241
593930634445757,35-44,unknown,0.003118
586568135166296,65+,male,0.081267
586568135166296,18-24,female,0.032682
586568135166296,55-64,unknown,0.001753
586568135166296,65+,unknown,0.001127
586568135166296,18-24,unknown,0.000626
586568135166296,35-44,unknown,0.001628
586568135166296,35-44,female,0.034435
586568135166296,45-54,unknown,0.001252
586568135166296,65+,female,0.103807
586568135166296,18-24,male,0.11132
586568135166296,35-44,male,0.082269
586568135166296,25-34,female,0.02567
586568135166296,45-54,male,0.128475
586568135166296,45-54,female,0.080391
586568135166296,55-64,male,0.113574
586568135166296,55-64,female,0.107313
586568135166296,25-34,male,0.091034
586568135166296,25-34,unknown,0.001377
447225269357671,25-34,male,0.075893
447225269357671,35-44,female,0.01034
447225269357671,65+,unknown,0.001723
447225269357671,18-24,unknown,0.000265
447225269357671,55-64,unknown,0.001392
447225269357671,45-54,unknown,0.001856
447225269357671,35-44,male,0.113409
447225269357671,25-34,female,0.005435
447225269357671,45-54,male,0.176708
447225269357671,18-24,female,0.00749
447225269357671,65+,male,0.128389
447225269357671,45-54,female,0.02817
447225269357671,55-64,male,0.206005
447225269357671,55-64,female,0.08325
447225269357671,35-44,unknown,0.000994
447225269357671,65+,female,0.101743
447225269357671,18-24,male,0.056605
447225269357671,25-34,unknown,0.000331
964249947116788,65+,female,0.209038
964249947116788,18-24,unknown,0.000837
964249947116788,65+,unknown,0.005523
